URL,Date,Congress,Title,Congressional Record,Text
listened to my friends across the aisle and their arguments. What we 
are talking about today--what the bill is about today--is aid to 
Israel.
  As I listened carefully to their objections, their objection with 
this particular bill was with the pay-fors, and I respect that. The 
second objection was that they wanted more humanitarian assistance to 
Hamas and the people of Gaza as well, and I respect that as well.
  So bring us that bill--that stand-alone bill--that includes what you 
think is appropriate for a pay-for and what type of humanitarian 
assistance you want to make sure Hamas gets as well.
  But the real argument--the real argument made tonight--was to use 
Israel as a tool, to use it as a lever to fund Ukraine. And, again, I 
listened carefully. I tried to count how many times my friends across 
the aisle said ``Ukraine'' or ``Putin,'' and I stopped when I got to 
over 50. Israel was mentioned less than 10 times. They talked

[[Page S5801]]

about their national security package--their supplemental package--and 
they really should call it the ``lovefest for Ukraine'' package.

  I respect where they are coming from. I think it is how and how much 
and when do we give the people of Ukraine right now in a situation that 
has been a stalemate for a year--really, no progress made for a year.
  Two hundred thousand people have died in that war and 500,000 
casualties. There is no end in sight. This looks to me like a 7- or 10-
year war. It looks like it is Vietnam all over again.
  I remember the early days of Vietnam, when there were a few people 
saying: Slow down. Let's stop. There are too many people who are dying 
in this situation right now.
  Let's have that debate. Let's pull Ukraine out, and let's have that 
debate.
  I honestly believe, if we would have passed this Israel package a 
month ago and then worked on a Ukraine package starting then, we would 
have a Ukraine package done.
  What I wish is that my friends across the aisle were as passionate, 
though, about the security of our own southern border as about the 
lines of another country--the property lines of another country, their 
boundaries.
  I think I heard my friends across the aisle talk about the border 
maybe four or five times. The No. 1 national security threat--the most 
immediate national security threat to Americans--is our open southern 
border. Do we have to repeat the numbers? Ten million people have 
crossed the border illegally in the past 3 years, 1.7 million ``got-
aways,'' 70,000 aliens of interest, hundreds of known terrorists.
  All the lights are blinking red right now. All the lights are 
blinking red. That is what Director Wray said, yesterday, up here on 
the Hill, that on terrorist threats, all the lights are blinking red. 
And why wouldn't they, with these 1.7 million ``got-aways'' throughout 
the country doing who knows what?
  If my friends across the aisle are serious about a national security 
supplemental package, it starts with meaningful security at the 
southern border--meaningful security, not a process that actually 
promotes more people crossing the border.
  It has to include something that impacts asylum and parole. It has to 
literally secure the border, I think, even to begin this next debate. 
America needs to get its own house in order before we can help fix 
other people's houses.
  I understand the needs across this world are many. And my compassion, 
my heart, whether it is for the people of Ukraine, the people of 
Israel--I share those same compassions, but we just can't keep throwing 
good money after bad money. We have to have people with accountability. 
We have to make sure that there is a goal--that there is a goal that we 
can win.
  So, at the end of the day, the most prudent thing for this body to do 
would be to pass this standalone aid for Israel. Take it off the chess 
board. Let's get that one done. But, instead, my friends across the 
aisle want to use it as a political tool, a tool to leverage their 
funding for Ukraine. Let's have that discussion separately.
  I think it is time that this body do what we say we want to do. Let's 
not rest until we get this assistance to Israel.
  I yield the floor.
  The PRESIDING OFFICER. The Senator from Hawaii.
  Mr. SCHATZ. Mr. President, a couple of hours ago, Republicans voted 
down the motion to even begin debating the national security 
supplemental appropriations bill. They claim to support Israel and 
Ukraine, but, when it came time to act, they voted no.
  But let's be clear about one thing: Every part of this bill is 
essential for America's national security.
  We have two wars raging and a number of other threats brewing around 
the world, and this funding for our allies and our partners could not 
be more urgent. It is the difference between having the weapons to 
fight terrorists and authoritarians or not, having food and water for 
civilians caught in conflicts or not, having the defense systems to 
deter China from meddling in Taiwan or not.
  Our friends are counting on us to help them, and our adversaries are 
counting on us being too divided to do even the most basic task.
  America remains the indispensable Nation. It is the leader of the 
free world. It is the Nation that other countries, big and small, look 
to in good times and in bad, and it is a responsibility that we have 
never shirked away from. And now is not the time to start. Now is not 
the time to turn our backs on Israel, on innocent Palestinians in Gaza, 
on Ukraine, on Taiwan, or on any of our other allies and partners 
around the world.
  We are fighting an increasingly linked global fascist movement, and 
it is directly tied to our security interests. So we ought to act like 
it and pass this supplemental to keep our adversaries and competitors 
from redrawing the world as they wish, at the point of a gun.
  So let's start with Israel. There has been a lot of talk on both 
sides of the aisle about the merits of conditioning aid, as if it is a 
novel or unusual concept, except that it is not. The idea that having 
requirements under Federal law for any Federal appropriations, that 
that is somehow amounting to abandoning our ally or a break from the 
norms is belied by history.

  Whenever we approve Federal spending, whether it is for HUD for 
public housing or the Federal Highway Administration for repairs or the 
Department of the Interior for parks, we require detailed plans on 
exactly how the money will be used, and we expect to receive some sort 
of reporting on it afterward. It is also standard practice for our own 
Defense Department and aid to other allies, which we routinely 
scrutinize.
  So it should be no different for Israel and the IDF or Ukraine--and 
in a hot war, no less. There are millions of innocent lives caught in 
the crossfire, and we have every reason to make sure that Israel is 
using the weapons that we provide, funded by our own taxpayer dollars, 
in a manner that is consistent with international humanitarian laws and 
American values. That is taking every step possible to minimize 
civilian casualties.
  In many ways, the debate around conditioning aid is emblematic of the 
wider one around Israel and Palestine, which has become so hostile and 
so binary that people aren't even open to hearing the other side. It is 
near impossible to have a dialogue when all people are interested in is 
throwing rhetorical barbs and attacking the other side.
  If you condemn Hamas's unspeakable brutality on October 7 and hold it 
accountable for the death and bloodshed on that day and in the days 
since, then you are supposedly excusing the conditions under the 
blockade or you are accused of turning a blind eye to settler violence 
before and since October 7.
  If you question the manner in which Israel is waging war and the 
carnage and suffering the war has wrought on innocent lives, including 
children and babies, you are suddenly not sufficiently pro-Israel.
  If you call out the fact that anti-Semitism is on the rise here in 
the United States and around the world, that it is one of the oldest 
sicknesses and a scourge that must be addressed, then somehow you are 
indifferent to Islamophobia or the suffering of Palestinians.
  No, I know anti-Muslim and anti-Arab hatred are alive and well, too, 
and believe that they must be rooted out with equal force. And my heart 
breaks for the countless innocent lives being lost in Gaza daily.
  All of these things are true at the same time. They are in tension 
with each other, yes, but not in contradiction. There is an awfully 
messy and deeply, deeply contested history underpinning this conflict. 
So to strip away all that context and flatten all these complexities 
into a 15-second TikTok is a disservice to the Palestinian and Israeli 
causes alike.
  There are no simple and straightforward paths to peace here, but if 
we can't engage without first holding purity tests, if we can't 
acknowledge two things to be true at the same time, if we can't 
recognize each other's humanity, then we are not going to be able to 
build a just and lasting peace in the region.
  Almost everybody believes Hamas is terrible and should be eliminated. 
They want the hostages who were cruelly abducted and have spent 2 
agonizing

[[Page S5802]]

months in captivity to be immediately released. They are appalled by 
reports of Hamas's sexual violence against women and the drugging of 
hostages. And they believe Israel has a legitimate right and 
responsibility to go after the bad guys. The question is how.
  People are increasingly and understandably alarmed at the scale of 
human suffering and the high rate of civilian casualties in Gaza. It is 
our job, as Israel's closest ally, to convey that truth and to make 
clear that mass suffering actively undermines the possibility of a 
future peace. A whole new generation will be radicalized watching 
scores of loved ones die and entire neighborhoods leveled. That is in 
no one's interest.
  So our responsibility in the current moment is twofold: to provide 
Israel with military aid, which I have consistently supported and I 
will continue to support, but it is equally important to provide moral 
clarity and strategic counsel when actions cross a line.
  We do both of these things because we care. We also have an 
obligation to look at the future because, whether it is 10 months from 
now or 10 years from now, these two peoples need a way to live in 
relative peace and stability side by side--if not as friends, then as 
neighbors.
  Palestinians, like Israelis, deserve a legitimate, representative, 
and democratically elected government, and the only viable path to 
achieving that is through a two-state solution. It is the only way to 
guarantee a safe home for the Jewish people in Israel, and it is the 
only way to ensure Palestinians have a secure state of their own. A 
solution that does not recognize the humanity of both Israelis and 
Palestinians is not just, and a solution that does not give both 
peoples the condition to prosper without fear of violence will not 
last.
  Let's talk about the other part of this supplemental--Ukraine, which 
is, unfortunately, also all too familiar with battles over sovereignty 
and coexistence.
  Ukrainians have spent almost 2 years fighting against Putin for their 
very survival. And, make no mistake, Russia's failure to capture 
Ukraine so far is in no small part due to America's support and our 
leading role in rallying the world to stand up to Putin's aggression. 
We know that President Zelenskyy knows that and, crucially, Putin knows 
that. In fact, not long ago, he crowed that Ukraine wouldn't last a 
week--wouldn't last a week--without help from the West.
  So the consequences of failure to support Ukraine are not 
theoretical. They are dire, and they are dangerous. Ukraine, as we 
speak, is running out of bullets and other munitions. Already, our 
shipments have been diminishing in scope and frequency, as existing aid 
runs low, and it will be completely exhausted in a matter of weeks or 
months. Heading into the winter, the lack of additional assistance is 
likely to prove catastrophic.
  But some of my Republican colleagues here are willing to undermine 
the free world. I don't say this lightly. I like a lot of them. But 
they are willing to undermine the free world and let Putin win because 
they want hard-line immigration and border policy.
  Democrats have demonstrated a willingness to stretch here. 
Democrats--and I was texting some of the Republican colleagues with 
whom I work very closely, and I said: Look, we are already two-thirds 
of the way. We can't go all the way to your position. We cannot enact a 
bipartisan bill if it is a partisan bill. But the idea that, if we 
don't concede on a wholly unrelated matter, then Putin wins in a land 
war in Europe? Are we really doing this?
  And I want to just say one thing to my friends in the media--and God 
bless them. God bless the fourth estate for all they do, but I am also 
entitled to offer a constructive criticism: Stop pretending this is 
normal.
  (Ms. HASSAN assumed the Chair.)
  Stop pretending it is acceptable to take a major foreign policy 
issue--this is a land war in Europe. Vladimir Putin just decided to try 
to take a country by force. And what they say is: Well, we don't 
support that. We support Ukraine, but we see that we have leverage.
  By the way, this is not a rhetorical flourish of mine. Senator Cornyn 
said this 2 days ago. This is not a negotiation, is what he said. This 
is the price you have to pay. This is the price you Democrats have to 
pay.
  What are we doing here? This is a foreign policy supplemental. We are 
supposed to be for these things.
  I could have woken up one morning and said: You know what, if we 
don't enact my climate policies--which I feel urgently passionate 
about--then I am a ``no'' on Ukraine because I know I have leverage and 
they need every vote.
  The reason I won't do that is I am not bananas. I am a responsible 
legislator, and I know that is not the way you do things.
  The idea--I have never seen this before. I have only been here 11 
years. I am sure there is some historical precedent for it, but not 
recently have we tied a foreign policy objective to an unrelated 
domestic policy objective.
  What they will say is: Look, it is all security.
  Oh, come on. I understand the passion there is on the border. I 
understand the problem there is on the border. But it is not a foreign 
policy question, and the idea that we are going to let Ukraine get 
taken--Kyiv will be in Russian control because we couldn't make a 
border deal? We haven't been able to make a border deal for--well, 
since I have been here for sure and then 5 years prior to that. That 
stuff is hard. You don't take literally the most difficult issue that I 
can think of in the Congress to forge a bipartisan consensus and say: 
If we don't get it, then, I am sorry, Kyiv is just going to fall.
  That is no way to run a railroad. That is no way to be the 
indispensable Nation.
  You walk into any global convening--and I remember--I am looking at 
the Presiding Officer. I am sure the Presiding Officer has had this 
experience. You are a Governor, and everybody wants to know what you 
think, but when you are a Senator, you are not sure if people are going 
to be as interested in what you think.
  When you travel abroad, even when I was an appointed freshman 
Senator, people are hanging on your every word--not as a head of state 
but just as a representative of the U.S. Government. We remain the 
indispensable Nation. Everyone wants to know what we are going to do. 
Everyone wants to know what we think. They want to know what we are 
funding. They want to know what our priorities are. So we cannot 
forfeit that global leadership because we are fighting about something 
else.
  Now, again, Democrats have demonstrated by their negotiations, by all 
of our public pronouncement, that we are willing to stretch a little 
bit on this because it is that important. But it would be a hell of a 
thing for us to allow Vladimir Putin to win because we are too busy in 
a partisan battle about something totally unrelated.
  I yield the floor.
  The PRESIDING OFFICER. The Senator from Hawaii.
"
https://www.congress.gov/congressional-record/volume-169/issue-201/house-section/article/H6151-1?q=%7B%22search%22%3A%22%5C%22Israel%5C%22+%5C%22Palestine%5C%22%22%7D&s=4&r=47,12/6/2023,House,COMBATING ANTI-SEMITISM,"Vol. 169, No. 201","The SPEAKER pro tempore. The Chair recognizes the gentlewoman from 
New Jersey (Mrs. Watson Coleman) for 5 minutes.
  Mrs. WATSON COLEMAN. Mr. Speaker, first and foremost, I want peace. I 
want a decisive victory over Hamas and an end to its hateful and 
destructive reign. I want Israel and Palestine to coexist safely, 
securely, and with prosperity for generations to come.
  It is difficult to talk about peace during wartime, but that is 
exactly what we must do. We cannot be distracted by disingenuous 
messaging bills that do nothing but grab headlines with no plan 
forward.
  As a person of faith, I have been taught not to hate, but I must 
admit that I have hated what I have seen in this Chamber recently. For 
as I hate anti-Semitism and Islamophobia and racism, as I despise 
homophobia and transphobia, as I reject and revile hatred and bigotry 
of any kind, I am also disgusted by the way those prejudices have been 
weaponized in our Chamber.
  We voted yesterday on yet another nonbinding messaging resolution 
denouncing anti-Semitism, H. Res. 894.
  To be clear, I have supported efforts to push back against anti-
Semitism. That is why I am supporting Mr. Nadler's plan to combat anti-
Semitism. It is why I am supporting Mr. Green's two-state solution 
resolution. It is why I signed on to Ms. Wasserman Schultz' letter 
regarding the safety of students on college campuses.

  Let's face facts. That was not what this resolution was about. This 
resolution offers no solutions. It does not seek to bring people 
together. This resolution was a cynical attempt to weaponize the very 
real fears of some of our Jewish friends and our neighbors to push a 
specific political agenda, one that is strikingly disrespectful to the 
Palestinian state, the State of Israel, and others who support the 
cause of free and sovereign Palestinian and Israeli states.
  On Monday, my colleague, Mr. Nadler, laid out how reckless and 
uninformed clause 4 of this resolution is. By making it the official 
position of this Congress that ``anti-Zionism is anti-Semitism,'' we 
are labeling the thousands of Jews in this country who don't believe 
their deeply held faith is intrinsically tied to the modern State of 
Israel as anti-Semitic.
  There are very real steps that we as the United States Congress can 
and should take to combat anti-Semitism in a productive and bipartisan 
manner. Condemning anti-Semitism wherever it rears its ugly head is 
critical, but continuing to vote on nonbinding resolutions week after 
week after week to score political, partisan points does not get us 
closer to a solution. It is disrespectful to the seriousness of this 
situation.
  Until Republicans are willing to address rising hate and fascism, we 
will be sitting here waiting without being able to accomplish anything. 
It is no better than moments of silence or thoughts and prayers with no 
substantive action to back it up, which were offered during the mass 
shootings in our schools, malls, and places of worship.
  We have work to do for the American people. The rise of anti-
Semitism, Islamophobia, racism, homophobia, and xenophobia are a threat 
to the American experiment in multicultural democracy, and there are 
Members of this body who are putting in the work to defend the more 
perfect Union that we built over the last 250 years.
  When Republicans who have been obsessed with these messaging bills 
are ready to join us, we will welcome them with open arms."
https://www.congress.gov/congressional-record/volume-169/issue-206/senate-section/article/S5970-7?q=%7B%22search%22%3A%22%5C%22Israel%5C%22+%5C%22Palestine%5C%22%22%7D&s=4&r=48,12/14/2023,Senate ,Anti-Semitism (Executive Session),"Vol. 169, No. 206","Mr. President, on another matter, the events of the past 2 months 
have underscored that something is rotten in the state of America's 
most elite universities, and there aren't many more glaring examples 
than Harvard.
  Last week, of course, Harvard's president refused to say whether 
calls for Jewish genocide would constitute harassment on her campus. 
Two months ago, in the immediate aftermath of the October 7 terrorist 
attack, she declined to condemn the Harvard student groups who openly 
declared that the murder of innocent Jews that day was Israel's own 
fault.
  Under her leadership, radical ``Students for Justice in Palestine'' 
have organized to spin terrorist propaganda and mostly succeeded in 
getting Harvard graduates blackballed by major corporations and Federal 
judges.
  One Jewish student at Harvard Business School was even assaulted on 
his way to study.
  And yet despite her abysmal record on combating anti-Semitism and 
mounting allegations of plagiarism in her own scholarship, the cadre of 
leftwing financiers and university administrators who make up the 
governing Harvard Corporation has affirmed their ``confidence that 
President Gay is the right leader to help our community heal.''
  Well, when you look at Harvard's history, this embarrassing lack of 
moral clarity is hardly a surprise. A century

[[Page S5971]]

ago, Harvard President Abbott Lowell proposed a numerical quota on 
Jewish students. His reasoning?

       The anti-Semitic feeling among the students is increasing, 
     and it grows in proportion to the increase in the number of 
     Jews.

  So one Harvard president says that the presence of Jews causes anti-
Semitism. A hundred years later, another says that calls for Jewish 
genocide really depend on the context in which they are made. Frankly, 
you would be forgiven for wondering whether anti-Semitism isn't just 
business as usual at Harvard."
https://www.congress.gov/congressional-record/volume-169/issue-206/house-section/article/H6972-1?q=%7B%22search%22%3A%22%5C%22Israel%5C%22+%5C%22Palestine%5C%22%22%7D&s=4&r=49,12/14/2023,House,EXPRESSING MY GRATITUDE,"Vol. 169, No. 206","At this time, I am honored to introduce someone I have the utmost 
respect for. Elected from Maryland's Fifth Congressional District, he 
is one of Maryland's finest and a Georgetown University lawyer. He 
served as majority leader twice, from 2007 to 2011 and then again from 
2019 to 2023. He is a person who has made a difference in my life and, 
in so doing, has made a difference in the lives of the people of the 
Ninth Congressional District, which I represent.
  I am so honored to have this opportunity to yield to the honorable 
gentleman from Maryland (Mr. Hoyer), a lawyer, a former State senator, 
and still a Member of Congress. I respect and love my dear brother.
  God bless you. Merry Christmas and happy holidays.
  Mr. HOYER. Mr. Speaker, I thank my friend for yielding. He is one of 
the great gentlemen of this institution, a man of faith, a man of great 
intellect, a man whose heart and conscience form his stances on issues. 
I am so blessed to be his friend.
  Mr. Speaker, save for the gentleman from Texas, these seats are 
empty. The House of Representatives has adjourned for the year. We have 
adjourned to go home.
  Mr. Speaker, I say we have adjourned. We won't adjourn technically 
until we finish special orders and perhaps 1 minutes. We have no more 
business, but we have an unfinished agenda, an unfinished agenda to 
confront the enemies of freedom and democracy.
  Mr. Speaker, when President Zelenskyy came to our Nation's Capital 
back in September, he visited the Declaration of Independence and the 
United States Constitution in the National Archives. Standing before 
our Nation's founding documents, he said, and I quote President 
Zelenskyy: ``It is not the evil empire but the lack of unity that can 
bring freedom to its knees.''
  He reiterated that message this week as our Members prepare and are 
currently returning home for the holidays. We get to return home and 
celebrate with our families in comfort and warmth. Mr. Speaker, the 
Ukrainians huddled amid snow and mud on the front lines of freedom will 
not have that luxury. The tens of thousands of Ukrainian children 
abducted by Putin's regime do not get that privilege. Neither do their 
families.
  Zelenskyy is right, Mr. Speaker. We do face another evil empire 
today, a new axis of evil: Vladimir Putin, Xi Jinping, Kim Jong-un, and 
the autocrats in Iran and in other parts of the world and its many 
proxies, including Hamas, Hezbollah, the Houthi rebels, and others who 
all stand as threats to democracy and freedom.
  As these dictators and despots continue their assault on democracy, 
freedom, and international law, they watch whether the free world, of 
which we should be and for all intents and purposes are the leader of, 
waiting for that free world to stand together to oppose them. We will 
not have that opportunity until 25 days from now.
  These past few months, Congress had an opportunity to send them that 
message of unity and strength. We have not done that.
  Over 300 Members of the House, Mr. Speaker, voted to provide Ukraine 
additional aid all seven times it came to this floor. We are not not 
united on this issue. We simply have not brought it to the floor to 
express that unity and message to all the world.
  An overwhelming majority of Members also wanted to provide aid to 
Israel, including myself. Mr. Speaker, Speaker Johnson acknowledged the 
need to aid our allies, saying in Florida the other day: ``Ukraine is 
another priority. Of course, we can't allow Vladimir Putin to march 
through Europe, and we understand the necessity of assisting there.''
  Mr. Speaker, we have all gone home without undertaking that 
responsibility. Sadly, we apparently don't understand the urgency of 
that assistance.
  Instead of giving us a clean vote to act on that consensus, Speaker 
Johnson needlessly complicated the issue by tying it to his 
Conference's partisan proposal to overhaul our border policy.
  That decision, Mr. Speaker, was inconsistent with his cosponsorship 
of H.R. 395 back in 2017, which said the purpose of that bill was ``to 
end the practice of including more than one subject in a single bill . 
. . enacted by Congress.''
  Mr. Speaker, the reason we have not acted on Israel, the reason we 
have not acted on Ukraine, the reason we have not come to the defense 
of democracy and freedom in Ukraine and to oppose terrorism in Israel, 
the reason is contrary to that one-purpose bill that Speaker Johnson 
was the sponsor of. He wants to put multiple issues in that, including 
border security, which we have been working on for 15 years but haven't 
been able to come to consensus.
  We should be and we are in consensus on Ukraine, but we did not act. 
Evidently, they think that ethical principles only apply when it is 
politically convenient.
  I agree that we need to fix the broken immigration system and address 
the situation at the border, but this is not the way to do it, not at 
the expense of the defense of freedom and democracy.
  House Republican leadership spent the last week advancing a sham 
impeachment inquiry, a bill about whole milk, and legislation about 
duck stamps while Ukraine twisted in the wind. Our House should have 
had only one priority this week--ensuring democracy's survival.
  By failing to provide this aid, our Congress signaled to our friends 
and

[[Page H6974]]

foes alike that America chooses reluctance over resolve, doubt over 
determination, and division over decisiveness. That posture of 
uncertainty puts our national security at risk.
  The America First contingent of the Republican Party sends an even 
more damaging message. Time and time again, leaders of the American far 
right praise Putin, demonize Ukraine, and spread misinformation about 
the war.
  Tucker Carlson, once one of the most-watched people on American TV, 
has become one of the most-watched people on Russian state television, 
where propagandists often play clips of his segments.
  President Trump continues to play into Putin's hands, as well. Trump 
recently said that if reelected in 2024, he would end the war in 
Ukraine within 24 hours. There is only one way to do that--give up, 
retreat, turn tail on the defense of democracy and Putin.
  In response--and this is instructive--Putin said, ``We cannot help 
but feel happy about it,'' meaning Trump's claim that he would end the 
war in 24 hours. Giving up is the only way to do that.
  Mr. Speaker, we have seen this kowtowing just recently on Capitol 
Hill. This week, Congresswoman Marjorie Taylor Greene tweeted: 
``Zelenskyy is here in D.C. today begging for your money, and 
warmongering Washington wants to give him limitless American dollars.''
  That, of course, is not true, but it warms the heart of Vladimir 
Putin. She went on to say: ``How much money will Washington spend to 
slaughter an entire generation of young Ukrainian men as Washington 
fights its proxy war with Russia?''
  I can remember, because I have been here a long time, when Republican 
friends accused the Democratic side of the aisle of too often blaming 
America first. Of course, that is what Marjorie Taylor Greene said.
  It is disgusting to say that we are slaughtering Ukrainians when 
Putin's forces are doing just that every day.
  We are doing everything possible to keep Ukrainians alive. Ukrainians 
courageously give their lives, as so many of our American forebearers 
have done, in defense of their country, in defense of their 
sovereignty, and in defense of their people's lives. Ukrainians 
courageously give their lives to defend their democracy, their country, 
and their families.
  They will continue to do so with or without our support. Our aid, 
however, may well determine whether their sacrifice leads to victory or 
defeat. Yet, Mr. Speaker, the chairs are empty.
  In another tweet, Congresswoman Greene asked: ``Why doesn't anyone in 
Washington talk about a peace treaty with Russia, a deal with Putin 
promising he will not continue any further invasions?'' Putin's 
promises have no credibility.
  ``Washington wants war,'' she said, ``not peace.''
  That is a lie. Washington wants peace, but it is not prepared to pay 
for peace with being dominated by a dictator.
  Believe me, we want peace, but we want a peace that lasts. A promise 
of peace from Putin is worthless. He is a former KGB officer turned 
dictator who has built his career one lie, one deception, and one 
betrayal at a time.
  He already broke one peace agreement, the 1994 Budapest Memorandum, 
in which Putin, on behalf of Russia, agreed to respect Ukraine's 
sovereignty and borders in exchange for Ukraine's nuclear arsenal.

                              {time}  1245

  He has the nuclear arsenal. Ukraine was either the third or fourth 
largest holder of nuclear weapons in the world, and they gave them up 
in return for Putin's promise that their borders would be secured and 
unviolated.
  Then it went into Crimea, and the West's response was weak. He is in 
Crimea today, notwithstanding the fact that that is under Ukrainian 
sovereignty.
  Putin went back on that pledge when he took Crimea. He didn't stop 
with Crimea, however. He went into eastern Ukraine, and there is no 
reason to expect that he will stop with Ukraine.
  Winston Churchill once said, an appeaser is one who hopes that if he 
feeds the crocodile enough, the crocodile will eat him last, but surely 
the crocodile will eat him.
  John F. Kennedy shared the same wisdom in his book, ``Why England 
Slept.'' He wrote, ``Any person will awaken when the house is burning 
down. What we need is an armed guard that will wake up when the fire 
first starts or, better yet, one that will not permit a fire to start 
at all.''
  The seats in this House are empty today while the fire threatens 
democracy and freedom in Ukraine, which is the front line of democracy 
and freedom today.
  Mr. Speaker, the fire rages. Our inaction only stokes the flames. If 
you don't believe me, listen to what Russian State TV is saying. Allow 
me to quote from the transcript of a broadcast earlier this week: What 
is happening in the U.S. is beneficial for us. That is a quote from 
Russian TV, controlled by Putin.
  The seats are empty, and Putin is happy.
  They went on to say: ``Ukraine is losing. Russia is winning. This is 
it. Their funding and weapons came to an end.''
  They were relying on the United States of America, that shining city 
on the hill that stands for freedom, individual rights, democracy, 
religious freedom. That beacon on the hill is less bright today because 
these seats are empty.
  Putin said: As of now, well done, Republicans--his words, not mine--
well done, Republicans, for standing firm. That is good for us.
  ``Us'' is Russia. ``Us'' is the dictator. ``Us'' is the aggressor. 
``Us'' is the international lawbreaker, criminal, and murderer.
  Just a few hours ago, at an end-of-the-year press conference, Vladmir 
Putin said of Ukraine: ``Everything is coming from the West, but the 
free things will run out some day, and it seems it is already 
happening.''
  In other words, Putin is saying the West is retreating from the 
defense of freedom, and the seats in this body are empty.
  There is nothing that Putin and the rest of the axis of evil likes to 
see more than our Congress divided, our country divided, and our 
coalition divided. We must not give them that satisfaction.
  If we neglect to send these resources without condition and without 
delay, we fail not only the people of Ukraine, but the people of Israel 
and the people in Palestine, to whom we want to give relief and 
humanitarian aid.
  We fail the America envisioned by our Founding Fathers, a Nation with 
the courage to stand up to forces of empire and despotism. We fall 
short of the principles they enshrined in our founding documents, the 
very same documents that President Zelenskyy made his pilgrimage to a 
few months ago.
  Mr. Speaker, when we return to the Capitol on January 9, each Member 
of this Congress will face a choice. Will we, as Zelenskyy said, allow 
freedom to be brought to its knees or, Mr. Speaker, will we be standing 
strong, standing united against the evil empire.
  Regrettably, the seats are empty today.
  Every week, every day, every hour we fail to act, we risk allowing 
the enemies of freedom to make that decision for us. We must not let 
that happen.
  Mr. Speaker, I thank the gentleman for yielding me the time.
  Mr. GREEN of Texas. Mr. Speaker, I thank the former majority leader 
for the outstanding presentation. I think it is an appropriate way to 
bring this to closure today. May God continue to bless him and keep 
him.
  Mr. Speaker, as I shake Mr. Hoyer's hand as he passes me by, I am 
blessed to know that sometimes fortuitous circumstances can benefit 
you.
  Mr. Speaker, I would be remiss not to mention the newest staff member 
on my team, Eric Goodwine.
  Eric does an outstanding job for us in Houston. He not only assists 
me in the office, but he also is the principal person that gets me from 
point A to point B. Eric does an outstanding job of ensuring that 
things are arranged when I arrive at various venues, and I am proud to 
have him on the team.
  Eric, thank you again. Please forgive me for not mentioning you 
initially. All of this was from memory so charge it to being 25 three 
times and now working on my fourth 25th birthday, but there is a God 
that rules above and a fortuitous circumstance has made a difference.
  Mr. Speaker, may God bless this House, and may God bless the United 
States of America."
